
j' [ʒ]
hallucination [alysinasjô,allysinasjô]
hallucinatoire [alysinatwaʁ,allysinatwaʁ]
halluciné [alysine,allysine]
halo [Halo]
halte [Halt]
hamac [Hamak]
hameau [Hamo]
hameçon [amsô]
hammam [Hamam]
hampe [Hâp]
hamster [Hamstɛʁ]
hanche [Hâʃ]
hancher [Hâʃe]
handball [Hâdbal]
handicapé [Hâdikape]
handicaper [Hâdikape]
handicap [Hâdikap]
hangar [Hâɡaʁ]
han [Hâ]
hanneton [Hantô]
hanséatique [Hâseatik]
hanse [Hâs]
hanter [Hâte]
hantise [Hâtiz]
hapax [apaks]
happening [Hapniŋ]
happer [Hape]
haquenée [Hakne]
harangue [Haʁâɡ]
haranguer [Haʁâɡe]
haras [Haʁa]
harcèlement [Haʁsɛlmâ]
harceler [aʁsəle]
hard [Haʁd]
hardiesse [Haʁdjɛs]
hardi [Haʁdi]
hardiment [Haʁdimâ]
hardware [Haʁdwɛʁ]
harem [Haʁɛm]
hareng [Haʁâɡ]
hargne [Haʁɲ]
hargneux [Haʁɲø]
haricot [Haʁiko]
harki [Haʁki]
harmattan [aʁmatâ]
harmonica [aʁmɔnika]
harmonie [aʁmɔni]
harmonieusement [aʁmɔnjøzmâ]
harmonieux [aʁmɔnjø]
harmonique [aʁmɔnik]
harmoniquement [aʁmɔnikmâ]
harmonisation [aʁmɔnizasjô]
harmoniser [aʁmɔnize]
harmonium [aʁmɔnjɔm]
harnachement [Haʁnaʃmâ]
harnais [Haʁnɛ]
harnois [Haʁnwa]
haro [Haʁo]
harpe [Haʁp]
harpon [Haʁpô]
hart [Haʁ]
hasarder [Hazaʁde]
hasardeux [Hazaʁdø]
hasard [Hazaʁ]
haschisch [Haʃiʃ]
hase [Haz]
hassidique [Hasidik]
hassidisme [Hasidism]
hast [ast]
haste [Hast/ast]
hâte [Hat]
hâter [Hate]
hâtif [Hatif]
hâtivement [Hativmâ]
haubert [Hobɛʁ]
hausse [Hos]
haussement [Hosmâ]
hausser [Hose]
hautain [Hotê]
hautbois [Hobwa]
hautement [Hotmâ]
hauteur [Hotœʁ]
haut [Ho]
hâve [Hav]
haver [Have]
havre [Havʁ]
heaume [Hom]
hebdo [ɛbdo]
hebdomadaire [ɛbdɔmadɛʁ]
hébergement [ebɛʁʒəmâ]
héberger [ebɛʁʒe]
hébétude [ebetyd]
hébraïque [ebʁaik]
hébreu [ebʁø]
hécatombe [ekatôb]
hectare [ɛktaʁ]
hectique [ɛktik]
hédonisme [edɔnism]
hédoniste [edɔnist]
hégélianisme [eɡeljanism]
hégélien [eɡeljê]
hégémonie [eʒemɔni]
hégémonique [eʒemɔnik]
hégire [eʒiʁ]
hé [He]
hein [Hê]
hélas [elas]
héler [Hele]
hélice [elis]
hélicoïdal [elikɔidal]
hélicoptère [elikɔptɛʁ]
héliocentrique [eljɔsâtʁik]
héliogravure [eljoɡʁavyʁ]
hélium [eljɔm]
hellène [elɛn,ɛlɛn,ɛllɛn]
hellénique [elenik]
hellénisation [elenizasjô,ɛlenizasjô,ɛllenizasjô]
hellénisme [elenism,ɛlenism]
helléniste [elenist,ɛlenist]
hellénistique [elenistik,ɛlenistik]
helvétique [ɛlvetik]
hématie [emasi]
hématine [ematin]
hématite [ematit]
hématologie [ematɔlɔʒi]
hématologique [ematɔlɔʒik]
hématome [ematom]
hématose [ematoz]
hématurie [ematyʁi]
hem [Hɛm]
hémicycle [emisikl]
hémiplégie [emipleʒi]
hémiplégique [emipleʒik]
hémisphère [emisfɛʁ]
hémisphérique [emisfeʁik]
hémistiche [emistiʃ]
hémodynamique [emodinamik]
hémoglobine [emɔɡlɔbin]
hémolyse [emɔliz]
hémolytique [emɔlitik]
hémophilie [emɔfili]
hémoptysie [emɔptizi]
hémorragie [emɔʁaʒi]
hémorragique [emɔʁaʒik]
hémostase [emɔstaz]
hémostatique [emɔstatik]
henné [Hene]
hennissement [Henismâ]
héparine [epaʁin]
hépatique [epatik]
hépatisation [epatizasjô]
hépatite [epatit]
héraldique [eʁaldik]
héraut [Heʁo]
herbacé [ɛʁbase]
herbage [ɛʁbaʒ]
herbager [ɛʁbaʒe]
herbe [ɛʁb]
herber [ɛʁbe]
herbeux [ɛʁbø]
herbicide [ɛʁbisid]
herbier [ɛʁbje]
herbivore [ɛʁbivɔʁ]
herboriste [ɛʁbɔʁist]
hercule [ɛʁkyl]
hercynien [ɛʁsinjê]
héréditaire [eʁeditɛʁ]
héréditairement [eʁeditɛʁmâ]
hérédité [eʁedite]
hère [Hɛʁ]
hérésiarque [eʁezjaʁk]
hérésie [eʁezi]
hérétique [eʁetik]
hérisser [Heʁise]
hérisson [Heʁisô]
héritage [eʁitaʒ]
hérité [eʁite]
hériter [eʁite]
héritier [eʁitje]
hermaphrodisme [ɛʁmafʁɔdism]
hermaphrodite [ɛʁmafʁɔdit]
herméneutique [ɛʁmenøtik]
hermétique [ɛʁmetik]
hermétiquement [ɛʁmetikmâ]
hermétisme [ɛʁmetism]
hermine [ɛʁmin]
herminette [ɛʁminɛt]
herniaire [Hɛʁnjɛʁ]
hernie [Hɛʁni]
héroïne [eʁɔin]
héroïque [eʁɔik]
héroïquement [eʁɔikmâ]
héroïsme [eʁɔism]
héron [Heʁô]
héros [Heʁo]
herpès [ɛʁpɛs]
herpétique [ɛʁpetik]
hersage [Hɛʁsaʒ]
herse [Hɛʁs]
hertzien [Hɛʁtsjê]
hésitant [ezitâ]
hésitation [ezitasjô]
hésiter [ezite]
hétéroclite [eteʁɔklit]
hétérodoxe [eteʁɔdɔks]
hétérodoxie [eteʁɔdɔksi]
hétéro [eteʁo]
hétérogène [eteʁɔʒɛn]
hétérogénéité [eteʁɔʒeneite]
hétéronome [eteʁɔnɔm]
hétéronomie [eteʁɔnɔmi]
hétérosexualité [eteʁosɛksɥalite]
hétérosexuel [eteʁosɛksɥɛl]
hétérozygote [eteʁoziɡɔt]
hetman [ɛtman,ɛtmâ]
hêtre [Hɛtʁ]
heu [Hø]
heure [œʁ]
heureusement [øʁøzmâ]
heureux [øʁø]
heuristique [øʁistik]
heur [œʁ]
heurter [Hœʁte]
heurt [Hœʁ]
hévéa [evea]
hexagonal [ɛɡzaɡɔnal]
hexagone [ɛɡzaɡɔn]
hiatus [Hjatys]
hibernation [ibɛʁnasjô]
hibiscus [ibiskys]
hibou [Hibu]
hic [Hik]
hidalgo [idalɡo]
hideux [Hidø]
hie [Hi]
hiérarchie [Hjeʁaʁʃi]
hiérarchique [Hjeʁaʁʃik]
hiérarchiquement [Hjeʁaʁʃikmâ]
hiérarchisation [Hjeʁaʁʃizasjô]
hiérarchiser [Hjeʁaʁʃize]
hiératique [jeʁatik]
hier [ijɛʁ,jɛʁ]
hiéroglyphe [jeʁɔɡlif]
hiéroglyphique [jeʁɔɡlifik]
hiérophante [jeʁɔfât]
hi [Hi]
hilare [ilaʁ]
hilarité [ilaʁite]
hile [Hil]
hindi [indi]
hindou [êdu]
hindouisme [êduism]
hinterland [intɛʁlâd]
hippie [Hipi]
hippique [ipik]
hippocampe [ipɔkâp]
hippocratique [ipɔkʁatik]
hippodrome [ipodʁom,ipɔdʁom]
hippopotame [ipɔpɔtam]
hippurique [ipyʁik]
hirondelle [iʁôdɛl]
hirsute [iʁsyt]
hispanique [ispanik]
hisser [Hise]
histamine [istamin]
histogramme [istɔɡʁam]
histoire [istwaʁ]
histologie [istɔlɔʒi]
histologique [istɔlɔʒik]
histologiquement [istɔlɔʒikmâ]
historial [istɔʁjal]
historicisme [istɔʁisism]
historiciste [istɔʁisist]
historicité [istɔʁisite]
historien [istɔʁjê]
historier [istɔʁje]
historiette [istɔʁjɛt]
historiographe [istɔʁjɔɡʁaf]
historiographie [istɔʁjɔɡʁafi]
historiographique [istɔʁjɔɡʁafik]
historique [istɔʁik]
historiquement [istɔʁikmâ]
historisme [istɔʁism]
histrion [istʁijô]
hit [Hit]
hitlérien [itleʁjê]
hitlérisme [itleʁism]
hittite [Hitit]
hiver [ivɛʁ]
hivernage [ivɛʁnaʒ]
hivernal [ivɛʁnal]
hiverner [ivɛʁne]
hobereau [Hɔbʁo]
hochement [Hɔʃmâ]
hochet [Hɔʃɛ]
hoc [Hɔk]
hockey [Hɔkɛ]
ho [Ho]
hoirie [waʁi]
hoir [waʁ]
holding [Hɔldiŋ]
holisme [ɔlism]
holiste [ɔlist]
holistique [ɔlistik]
hollandais [Hɔlâdɛ]
hollywoodien [Hɔliwudjê]
holocauste [ɔlokost,ɔlɔkɔst]
homard [Hɔmaʁ]
hombre [ôbʁ]
home [Hom]
homélie [ɔmeli]
homéopathie [ɔmeɔpati]
homéopathique [ɔmeɔpatik]
homéostasie [ɔmeɔstazi]
homérique [ɔmeʁik]
homicide [ɔmisid]
hominem [ɔminɛm]
hominisation [ɔminizasjô]
hommage [ɔmaʒ]
homme [ɔm]
homogénéisation [omoʒeneizasjô,ɔmɔʒeneizasjô]
homogénéiser [ɔmɔʒeneize]
homogénéité [ɔmɔʒeneite]
homogène [ɔmɔʒɛn]
homologation [ɔmɔlɔɡasjô]
homologie [ɔmɔlɔʒi]
homologue [ɔmɔlɔɡ]
homologuer [ɔmɔlɔɡe]
homonyme [ɔmɔnim]
homonymie [ɔmɔnimi]
homo [omo]
homophonie [ɔmɔfɔni]
homosexualité [omosɛksɥalite,ɔmosɛksɥalite]
homosexuel [omosɛksɥɛl,ɔmosɛksɥɛl]
homozygote [omoziɡɔt]
hongrois [Hôɡʁwa]
honnêtement [ɔnɛtmâ]
honnête [ɔnɛt]
honnêteté [ɔnɛtte]
honneur [ɔnœʁ]
honnir [Hɔniʁ]
honorabilité [ɔnɔʁabilite]
honorablement [ɔnɔʁabləmâ]
honorable [ɔnɔʁabl]
honoraire [ɔnɔʁɛʁ]
honorer [ɔnɔʁe]
honorifique [ɔnɔʁifik]
honoris [ɔnɔʁis]
honte [Hôt]
honteusement [Hôtøzmâ]
honteux [Hôtø]
hop [Hɔp]
hôpital [ɔpital]
hoquet [Hɔkɛ]
horaire [ɔʁɛʁ]
horde [Hɔʁd]
horizon [ɔʁizô]
horizontalement [ɔʁizôtalmâ]
horizontalité [ɔʁizôtalite]
horizontal [ɔʁizôtal]
horloge [ɔʁlɔʒ]
horlogerie [ɔʁlɔʒʁi]
horloger [ɔʁlɔʒe]
hormis [Hɔʁmi]
hormonal [ɔʁmɔnal]
hormone [ɔʁmɔn]
hormoner [ɔʁmɔne]
hornblende [Hɔʁnblêd]
horoscope [ɔʁɔskɔp]
horreur [ɔʁœʁ]
horriblement [ɔʁibləmâ]
horrible [ɔʁibl]
hors [Hɔʁ]
horticole [ɔʁtikɔl]
horticulteur [ɔʁtikyltœʁ]
horticulture [ɔʁtikyltyʁ]
hospice [ɔspis]
hospitalier [ɔspitalje]
hospitalisation [ɔspitalizasjô]
hospitaliser [ɔspitalize]
hospitalité [ɔspitalite]
hospodar [ɔspɔdaʁ]
hostie [ɔsti]
hostile [ɔstil]
hostilité [ɔstilite]
hôtelier [otəlje]
hôtellerie [otɛlʁi]
hôtel [otɛl]
hôte [ot]
hôtesse [otɛs]
hot [Hɔt]
hotte [Hɔt]
houblon [Hublô]
houe [Hu]
hou [Hu]
houille [Huj]
houiller [Huje]
houle [Hul]
houlette [Hulɛt]
houleux [Hulø]
houppelande [Huplâd]
house [aus]
housse [Hus]
houx [Hu]
hublot [Hyblo]
huer [Hɥe,Hye]
huguenot [Hyɡno]
huile [ɥil]
huilerie [ɥilʁi]
huiler [ɥile]
huileux [ɥilø]
huis [ɥi]
huissier [ɥisje]
huitaine [Hɥitɛn]
huit [Hɥit,Hɥi]
huitième [Hɥitjɛm]
huître [ɥitʁ]
humainement [ymɛnmâ]
humain [ymê]
humanisation [ymanizasjô]
humaniser [ymanize]
humanisme [ymanism]
humaniste [ymanist]
humanitaire [ymanitɛʁ]
humanitarisme [ymanitaʁism]
humanité [ymanite]
humble [êbl]
humblement [êbləmâ]
humecter [ymɛkte]
humer [Hyme]
humérus [ymeʁys]
humeur [ymœʁ]
hum [Hœm]
humide [ymid]
humidification [ymidifikasjô]
humidité [ymidite]
humiliant [ymiljâ]
humiliation [ymiljasjô]
humilier [ymilje]
humilié [ymilje]
humilité [ymilite]
humoral [ymɔʁal]
humoriste [ymɔʁist]
humoristique [ymɔʁistik]
humour [ymuʁ]
humus [ymys]
hune [Hyn]
hunier [Hynje]
huppe [Hyp]
hure [Hyʁ]
hurlant [Hyʁlâ]
hurlement [Hyʁləmâ]
hurler [Hyʁle]
hussard [Hysaʁ]
hussite [Hysit]
hutte [Hyt]
hyacinthe [jasêt]
hyalin [jalê]
hybridation [ibʁidasjô]
hybride [ibʁid]
hybrider [ibʁide]
hybridité [ibʁidite]
hydatique [idatik]
hydratation [idʁatasjô]
hydrate [idʁat]
hydrater [idʁate]
hydraulique [idʁolik]
hydravion [idʁavjô]
hydre [idʁ]
hydrique [idʁik]
hydrocarbure [idʁokaʁbyʁ]
hydrocèle [idʁosɛl]
hydrocéphale [idʁosefal]
hydrocéphalie [idʁosefali]
hydrodynamique [idʁodinamik]
hydroélectricité [idʁoelɛktʁisite]
hydroélectrique [idʁoelɛktʁik]
hydrogénation [idʁɔʒenasjô]
hydrogène [idʁɔʒɛn]
hydrogéner [idʁɔʒene]
hydrographe [idʁɔɡʁaf]
hydrographie [idʁɔɡʁafi]
hydrographique [idʁɔɡʁafik]
hydrologie [idʁɔlɔʒi]
hydrologique [idʁɔlɔʒik]
hydrolyse [idʁɔliz]
hydromel [idʁɔmɛl]
hydronéphrose [idʁonefʁoz]
hydrophobie [idʁɔfɔbi]
hydropique [idʁɔpik]
hydropisie [idʁɔpizi]
hydrostatique [idʁostatik]
hydrothérapie [idʁoteʁapi]
hydroxyde [idʁɔksid]
hydrure [idʁyʁ]
hyène [Hjɛn]
hygiène [iʒjɛn]
hygiénique [iʒjenik]
hygiéniste [iʒjenist]
hygromètre [iɡʁɔmɛtʁ]
hygrométrie [iɡʁɔmetʁi]
hygrométrique [iɡʁɔmetʁik]
hygroscopique [iɡʁɔskɔpik]
hyménée [imene]
hymen [imɛn]
hymne [imn]
hyoïde [jɔid]
hyoïdien [jɔidjê]
hyperactivité [ipɛʁaktivite]
hyperbole [ipɛʁbɔl]
hyperbolique [ipɛʁbɔlik]
hyperboloïde [ipɛʁbɔlɔid]
hyperémie [ipɛʁemi]
hyperesthésie [ipɛʁɛstezi]
hyperexcitabilité [ipɛʁɛksitabilite]
hyperglycémie [ipɛʁɡlisemi]
hyperinflation [ipɛʁêflasjô]
hyper [ipɛʁ]
hypermarché [ipɛʁmaʁʃe]
hypermétropie [ipɛʁmetʁɔpi]
hyperplasie [ipɛʁplazi]
hypersécrétion [ipɛʁsekʁesjô]
hypersensibilité [ipɛʁsâsibilite]
hypertension [ipɛʁtâsjô]
hypertexte [ipɛʁtɛkst]
hyperthermie [ipɛʁtɛʁmi]
hyperthyroïdie [ipɛʁtiʁɔidi]
hypertonie [ipɛʁtɔni]
hypertonique [ipɛʁtɔnik]
hypertrophie [ipɛʁtʁɔfi]
hypertrophier [ipɛʁtʁɔfje]
hypertrophique [ipɛʁtʁɔfik]
hyperventilation [ipɛʁvâtilasjô]
hypnose [ipnoz]
hypnotique [ipnɔtik]
hypnotiser [ipnɔtize]
hypnotiseur [ipnɔtizœʁ]
hypnotisme [ipnɔtism]
hypocauste [ipokost]
hypochlorite [ipoklɔʁit]
hypocondre [ipokôdʁ]
hypocondriaque [ipokôdʁijak]
hypocondrie [ipokôdʁi]
hypocrisie [ipɔkʁizi]
hypocrite [ipɔkʁit]
hypocritement [ipɔkʁitmâ]
hypoderme [ipodɛʁm]
hypodermique [ipodɛʁmik]
hypogastre [ipoɡastʁ]
hypogastrique [ipoɡastʁik]
hypoglosse [ipɔɡlɔs]
hypoglycémie [ipoɡlisemi]
hypophysaire [ipɔfizɛʁ]
hypophyse [ipɔfiz]
hypoplasie [ipɔplazi]
hypostase [ipɔstaz]
hypostatique [ipɔstatik]
hypostyle [ipɔstil]
hyposulfite [iposylfit]
hypotension [ipotâsjô]
hypoténuse [ipɔtenyz]
hypothalamique [ipɔtalamik]
hypothalamus [ipɔtalamys]
hypothécaire [ipɔtekɛʁ]
hypothèque [ipɔtɛk]
hypothéquer [ipɔteke]
hypothermie [ipɔtɛʁmi]
hypothèse [ipɔtɛz]
hypothétique [ipɔtetik]
hypothétiquement [ipɔtetikmâ]
hypothyroïdie [ipotiʁɔidi]
hypotonie [ipɔtɔni]
hypoxie [ipɔksi]
hystérectomie [isteʁɛktɔmi]
hystérésis [isteʁezis]
hystérie [isteʁi]
hystérique [isteʁik]
ibérique [ibeʁik]
ibidem [ibidɛm]
ibis [ibis]
iceberg [ajsbɛʁɡ,isbɛʁɡ]
icelle [isɛl]
icelui [isəlɥi]
iceux [isø]
ici [isi]
icône [ikon]
iconique [ikɔnik]
iconoclasme [ikɔnɔklasm]
iconoclaste [ikɔnɔklast]
iconographie [ikɔnɔɡʁafi]
iconographique [ikɔnɔɡʁafik]
ictère [iktɛʁ]
ictérique [ikteʁik]
ictus [iktys]
idéalement [idealmâ]
idéal [ideal]
idéalisation [idealizasjô]
idéaliser [idealize]
idéalisme [idealism]
idéaliste [idealist]
idéalité [idealite]
idéals [ideal]
idéation [ideasjô]
idée [ide]
idéel [ideɛl]
ide [id]
idem [idɛm]
identifiable [idâtifjabl]
identifiant [idâtifjâ]
identificateur [idâtifikatœʁ]
identification [idâtifikasjô]
identificatoire [idâtifikatwaʁ]
identifier [idâtifje]
identique [idâtik]
identiquement [idâtikmâ]
identitaire [idâtitɛʁ]
identité [idâtite]
idéogramme [ideɔɡʁam]
idéographique [ideɔɡʁafik]
idéologie [ideɔlɔʒi]
idéologique [ideɔlɔʒik]
idéologiquement [ideɔlɔʒikmâ]
idéologue [ideɔlɔɡ]
ides [id]
idiomatique [idjɔmatik]
idiome [idjom]
idiopathique [idjɔpatik]
idiosyncrasie [idjosêkʁazi]
idiot [idjo]
idiotie [idjɔsi]
idiotisme [idjɔtism]
ido [ido]
idoine [idwan]
idolâtre [idɔlatʁ]
idolâtrer [idɔlatʁe]
idolâtrie [idɔlatʁi]
idolâtrique [idɔlatʁik]
idole [idɔl]
idylle [idil]
idyllique [idilik]
if [if]
igname [iɲam]
ignare [iɲaʁ]
igné [iɡne,iɲe]
ignition [iɡnisjô,iɲisjô]
ignoble [iɲɔbl]
ignominie [iɲɔmini]
ignominieusement [iɲɔminjøzmâ]
ignominieux [iɲɔminjø]
ignorance [iɲɔʁâs]
ignorant [iɲɔʁâ]
ignorer [iɲɔʁe]
île [il]
iléon [ileô]
iliaque [iljak]
il [il]
illégalement [ileɡalmâ,illeɡalmâ]
illégal [ileɡal,illeɡal]
illégalité [ileɡalite,illeɡalite]
illégitime [ileʒitim,illeʒitim]
illégitimement [ileʒitimmâ,illeʒitimmâ]
illégitimité [ileʒitimite,illeʒitimite]
illettré [iletʁe,illetʁe]
illettrisme [iletʁism,illetʁism]
illicite [ilisit,illisit]
illicitement [ilisitmâ,illisitmâ]
illico [iliko,illiko]
illimitation [ilimitasjô]
illimité [ilimite]
illisible [ilizibl,illizibl]
illogique [ilɔʒik,illɔʒik]
illogisme [ilɔʒism,illɔʒism]
illumination [ilyminasjô,illyminasjô]
illuminé [ilymine,illymine]
illuminer [ilymine,illymine]
illuminisme [ilyminism]
illusion [ilyzjô,illyzjô]
illusionner [ilyzjɔne,illyzjɔne]
illusionnisme [ilyzjɔnism,illyzjɔnism]
illusionniste [ilyzjɔnist,illyzjɔnist]
illusoire [ilyzwaʁ,illyzwaʁ]
illusoirement [ilyzwaʁmâ,illyzwaʁmâ]
illustrateur [ilystʁatœʁ,illystʁatœʁ]
illustratif [ilystʁatif,illystʁatif]
illustration [ilystʁasjô,illystʁasjô]
illustré [ilystʁe,illystʁe]
illustre [ilystʁ,illystʁ]
illustrer [ilystʁe,illystʁe]
illustrissime [ilystʁisim,illystʁisim]
illyrien [iliʁjê,illiʁjê]
îlot [ilo]
ils [il]
image [imaʒ]
imagerie [imaʒʁi]
imager [imaʒe]
imagier [imaʒje]
imaginable [imaʒinabl]
imaginaire [imaʒinɛʁ]
imaginairement [imaʒinɛʁmâ]
imaginatif [imaʒinatif]
imagination [imaʒinasjô]
imaginer [imaʒine]
imago [imaɡo]
imam [imam]
imbécile [êbesil]
imbécillité [êbesilite]
imberbe [êbɛʁb]
imbiber [êbibe]
imbibition [êbibisjô]
imbrication [êbʁikasjô]
imbriquer [êbʁike]
imbroglio [êbʁɔɡlijo,êbʁɔljo]
imbu [êby]
imitateur [imitatœʁ]
imitatif [imitatif]
imitation [imitasjô]
imiter [imite]
immaculé [imakyle,immakyle]
immanence [imanâs]
immanent [imanâ]
immanquable [êmâkabl]
immanquablement [êmâkabləmâ]
immatérialité [imateʁjalite]
immatériel [imateʁjɛl,immateʁjɛl]
immatriculation [imatʁikylasjô]
immatriculer [imatʁikyle]
immature [imatyʁ,immatyʁ]
immaturité [imatyʁite,immatyʁite]
immédiatement [imedjatmâ]
immédiateté [imedjatte]
immédiat [imedja]
immémorial [imemɔʁjal]
immense [imâs,immâs]
immensément [imâsemâ,immâsemâ]
immensité [imâsite,immâsite]
immerger [imɛʁʒe]
immérité [imeʁite]
immersion [imɛʁsjô]
immeuble [imœbl]
immigrant [imiɡʁâ]
immigration [imiɡʁasjô]
immigré [imiɡʁe]
immigrer [imiɡʁe]
imminence [iminâs]
imminent [iminâ]
immiscer [imise]
immixtion [imiksjô]
immobile [imɔbil,immɔbil]
immobilier [imɔbilje]
immobilisation [imɔbilizasjô,immɔbilizasjô]
immobiliser [imɔbilize,immɔbilize]
immobilisme [imɔbilism,immɔbilism]
immobilité [imɔbilite,immɔbilite]
immodéré [imɔdeʁe]
immolation [imɔlasjô]
immoler [imɔle]
immonde [imôd,immôd]
immondice [imôdis]
immoral [imɔʁal,immɔʁal]
immoralisme [imɔʁalism,immɔʁalism]
immoralité [imɔʁalite,immɔʁalite]
immortaliser [imɔʁtalize]
immortalité [imɔʁtalite]
immortel [imɔʁtɛl]
immuabilité [imɥabilite,immɥabilite]
immuable [imɥabl,immɥabl]
immuablement [imɥabləmâ,immɥabləmâ]
immunisation [imynizasjô]
immuniser [imynize]
immunitaire [imynitɛʁ]
immunité [imynite]
immunologie [imynɔlɔʒi]
immunologique [imynɔlɔʒik]
immutabilité [imytabilite]
impact [êpakt]
impair [êpɛʁ]
impalpable [êpalpabl]
imparable [êpaʁabl]
impardonnable [êpaʁdɔnabl]
imparfaitement [êpaʁfɛtmâ]
imparfait [êpaʁfɛ]
impartialement [êpaʁsjalmâ]
impartial [êpaʁsjal]
impartialité [êpaʁsjalite]
impartir [êpaʁtiʁ]
impasse [êpas]
impassibilité [êpasibilite]
impassible [êpasibl]
impatiemment [êpasjamâ]
impatience [êpasjâs]
impatiens [êpasjâs]
impatient [êpasjâ]
impatienter [êpasjâte]
impavide [êpavid]
impeccable [êpekabl]
impeccablement [êpekabləmâ]
impédance [êpedâs]
impénétrabilité [êpenetʁabilite]
impénétrable [êpenetʁabl]
impénitence [êpenitâs]
impénitent [êpenitâ]
impensable [êpâsabl]
impensé [êpâse]
impenses [êpâs]
impératif [êpeʁatif]
impérativement [êpeʁativmâ]
impératrice [êpeʁatʁis]
imperceptible [êpɛʁsɛptibl]
imperceptiblement [êpɛʁsɛptibləmâ]
imper [êpɛʁ]
imperfectif [êpɛʁfɛktif]
imperfection [êpɛʁfɛksjô]
impérial [êpeʁjal]
impérialisme [êpeʁjalism]
impérialiste [êpeʁjalist]
impérieusement [êpeʁjøzmâ]
impérieux [êpeʁjø]
impérissable [êpeʁisabl]
impéritie [êpeʁisi]
imperium [êpeʁjɔm]
imperméabilité [êpɛʁmeabilite]
imperméable [êpɛʁmeabl]
impersonnalité [êpɛʁsɔnalite]
impersonnel [êpɛʁsɔnɛl]
impertinence [êpɛʁtinâs]
impertinent [êpɛʁtinâ]
imperturbable [êpɛʁtyʁbabl]
imperturbablement [êpɛʁtyʁbabləmâ]
impétigo [êpetiɡo]
impétrant [êpetʁâ]
impétueusement [êpetɥøzmâ]
impétueux [êpetɥø]
impétuosité [êpetɥozite]
impie [êpi]
impiété [êpjete]
impitoyable [êpitwajabl]
impitoyablement [êpitwajabləmâ]
implacable [êplakabl]
implacablement [êplakabləmâ]
implantation [êplâtasjô]
implant [êplâ]
implanter [êplâte]
implémentation [êplemâtasjô]
implication [êplikasjô]
implicite [êplisit]
implicitement [êplisitmâ]
impliquer [êplike]
implorant [êplɔʁâ]
implorer [êplɔʁe]
implosion [êplozjô]
impoli [êpɔli]
impolitesse [êpɔlitɛs]
impolitique [êpɔlitik]
impondérable [êpôdeʁabl]
impopulaire [êpɔpylɛʁ]
impopularité [êpɔpylaʁite]
importance [êpɔʁtâs]
important [êpɔʁtâ]
importateur [êpɔʁtatœʁ]
importation [êpɔʁtasjô]
import [êpɔʁ]
importer [êpɔʁte]
importun [êpɔʁtê]
importuner [êpɔʁtyne]
importunité [êpɔʁtynite]
imposable [êpozabl]
imposant [êpozâ]
imposer [êpoze]
imposition [êpozisjô]
impossibilité [êpɔsibilite]
impossible [êpɔsibl]
imposte [êpɔst]
imposteur [êpɔstœʁ]
imposture [êpɔstyʁ]
impotence [êpɔtâs]
impotent [êpɔtâ]
impôt [êpo]
impraticable [êpʁatikabl]
imprécation [êpʁekasjô]
imprécis [êpʁesi]
imprécision [êpʁesizjô]
imprégnation [êpʁeɲasjô]
imprégner [êpʁeɲe]
imprenable [êpʁənabl]
impréparation [êpʁepaʁasjô]
imprésario [êpʁesaʁjo]
imprescriptibilité [êpʁɛskʁiptibilite]
imprescriptible [êpʁɛskʁiptibl]
impression [êpʁesjô]
impressionnabilité [êpʁesjɔnabilite]
impressionnable [êpʁesjɔnabl]
impressionnant [êpʁesjɔnâ]
impressionner [êpʁesjɔne]
impressionnisme [êpʁesjɔnism]
impressionniste [êpʁesjɔnist]
imprévisibilité [êpʁevizibilite]
imprévisible [êpʁevizibl]
imprévision [êpʁevizjô]
imprévoyance [êpʁevwajâs]
imprévoyant [êpʁevwajâ]
imprévu [êpʁevy]
imprimant [êpʁimâ]
imprimé [êpʁime]
imprimer [êpʁime]
imprimerie [êpʁimʁi]
imprimeur [êpʁimœʁ]
improbabilité [êpʁɔbabilite]
improbable [êpʁɔbabl]
improbation [êpʁɔbasjô]
improbité [êpʁɔbite]
improductif [êpʁɔdyktif]
impromptu [êpʁôpty]
impropre [êpʁɔpʁ]
improprement [êpʁɔpʁəmâ]
impropriété [êpʁɔpʁijete]
improuver [êpʁuve]
improvisateur [êpʁɔvizatœʁ]
improvisation [êpʁɔvizasjô]
improviser [êpʁɔvize]
improviste [êpʁɔvist]
imprudemment [êpʁydamâ]
imprudence [êpʁydâs]
imprudent [êpʁydâ]
impubère [êpybɛʁ]
impudemment [êpydamâ]
impudence [êpydâs]
impudent [êpydâ]
impudeur [êpydœʁ]
impudicité [êpydisite]
impudique [êpydik]
impuissance [êpɥisâs]
impuissant [êpɥisâ]
impulser [êpylse]
impulsif [êpylsif]
impulsion [êpylsjô]
impulsivité [êpylsivite]
impunément [êpynemâ]
impuni [êpyni]
impunité [êpynite]
impur [êpyʁ]
impureté [êpyʁte]
imputabilité [êpytabilite]
imputable [êpytabl]
imputation [êpytasjô]
imputer [êpyte]
inabordable [inabɔʁdabl]
inacceptable [inaksɛptabl]
inaccessibilité [inaksesibilite]
inaccessible [inaksesibl]
inaccompli [inakôpli]
inaccoutumé [inakutyme]
inachevé [inaʃve]
inachèvement [inaʃɛvmâ]
inactif [inaktif]
inaction [inaksjô]
inactivation [inaktivasjô]
inactivité [inaktivite]
inadaptation [inadaptasjô]
inadapté [inadapte]
inadéquat [inadekwa]
inadéquation [inadekwasjô]
